"Uri","Contextual?","Topic Number","Similarity","Topic wordset","Detection Time (ms)","Detection Time"
"/statuses/update","Yes","1","1.6877404","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","261","0.026099999"
"/statuses/retweet","Yes","1","1.1874018","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","200","0.02"
"/favorites/create","Yes","1","1.108417","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","120","0.012"
"/favorites/list","Yes","1","1.108417","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","141","0.014099999"
"/statuses/lookup","Yes","1","1.4313279","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","203","0.020299999"
"/statuses/oembed","Yes","1","0.99384594","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","189","0.0189"
"/statuses/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","140","0.0139999995"
"/statuses/retweets","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","182","0.018199999"
"/statuses/retweeters/ids","No","No","0.0","N/A","N/A","0.0242"
"/statuses/retweets_of_me","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","124","0.012399999"
"/favorites/destroy","Yes","1","1.108417","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","107","0.0106999995"
"/statuses/unretweet","No","No","0.0","N/A","N/A","0.0198"
"/statuses/destroy","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","101","0.0101"
"/lists/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","100","0.01"
"/friendships/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","86","0.008599999"
"/friendships/update","Yes","1","1.6877404","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","70","0.0069999998"
"/blocks/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","114","0.011399999"
"/mutes/users/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","98","0.0098"
"/lists/members/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","96","0.0095999995"
"/lists/subscribers/create","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","146","0.014599999"
"/lists/list","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","76","0.0075999997"
"/lists/members","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","75","0.0075"
"/lists/members/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","113","0.011299999"
"/lists/memberships","Yes","1","1.3759855","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","119","0.011899999"
"/lists/ownerships","Yes","1","1.2531664","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","81","0.0081"
"/lists/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","87","0.0087"
"/lists/statuses","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","81","0.0081"
"/lists/subscribers","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","60","0.006"
"/lists/subscribers/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","165","0.0165"
"/lists/subscriptions","Yes","1","1.5000744","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","75","0.0075"
"/followers/ids","Yes","1","1.105318","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","86","0.008599999"
"/followers/list","Yes","1","1.105318","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","71","0.0071"
"/friends/ids","Yes","1","1.1209972","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","107","0.0106999995"
"/friends/list","Yes","1","1.1209972","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","130","0.012999999"
"/friendships/incoming","Yes","1","1.1384004","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","73","0.0072999997"
"/friendships/lookup","Yes","1","1.4313279","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","58","0.0058"
"/friendships/no_retweets/ids","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","97","0.009699999"
"/friendships/outgoing","Yes","1","1.0596489","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","54","0.0053999997"
"/friendships/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","58","0.0058"
"/users/lookup","Yes","1","1.4313279","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","57","0.0056999996"
"/users/search","Yes","1","1.4052457","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","116","0.0116"
"/users/show","Yes","1","2.0","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","81","0.0081"
"/statuses/home_timeline","Yes","1","0.83583474","[nullget, list, nullpost, status, user, friendship, destroy, create, id, show, subscriber, member, mute, block, retweet]","106","0.0106"
