"Uri","Contextual?","Topic Number","Similarity","Topic wordset","Detection Time (ms)","Detection Time"
"/statuses/update","Yes","1","1.6877404","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","612","0.061199997"
"/statuses/retweet","Yes","1","1.1874018","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","375","0.037499998"
"/favorites/create","Yes","1","1.108417","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","475","0.0475"
"/favorites/list","Yes","1","1.108417","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","272","0.027199998"
"/statuses/lookup","Yes","1","1.4313279","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","346","0.0346"
"/statuses/oembed","Yes","1","0.99384594","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","487","0.048699997"
"/statuses/show","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","239","0.023899999"
"/statuses/retweets","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","400","0.04"
"/statuses/retweeters/ids","No","No","0.0","N/A","N/A","0.026999999"
"/statuses/retweets_of_me","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","241","0.0241"
"/favorites/destroy","Yes","1","1.108417","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","137","0.0137"
"/statuses/unretweet","No","No","0.0","N/A","N/A","0.0165"
"/statuses/destroy","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","186","0.0186"
"/lists/create","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","269","0.026899999"
"/friendships/create","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","165","0.0165"
"/friendships/update","Yes","1","1.6877404","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","130","0.012999999"
"/blocks/create","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","128","0.0128"
"/mutes/users/create","No","No","0.0","N/A","N/A","0.0157"
"/lists/members/create","Yes","1","1.4110597","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","218","0.0218"
"/lists/subscribers/create","Yes","1","2.0","[nullget, list, nullpost, status, friendship, user, destroy, create, id, show, subscriber, block, retweet, trend, timeline]","196","0.0196"
